stratum,pairs,designs,matched_pass_pairs,scope,metric,sol_sum,astra_sum,aggregate_reduction,paired_median_reduction,design_macro_mean_reduction,design_reductions,valid_pairs,astra_lower_pairs,equal_pairs,astra_higher_pairs
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,all_assigned,calls,26,19,0.2692307692307693,0.2222222222222222,0.24074074074074073,"{""RW1"": 0.5, ""RW2"": 0.0, ""RW3"": 0.2222222222222222}",3,2,1,0
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,matched_pass,input_tokens,207209,98383,0.5251991950156605,0.5714525158392276,0.4223714011387389,"{""RW1"": 0.8007214988556873, ""RW2"": -0.10505981127869823, ""RW3"": 0.5714525158392276}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,matched_pass,output_tokens,41528,26154,0.37020805239838184,0.46645758026791406,0.340334884824818,"{""RW1"": 0.5645147714838818, ""RW2"": -0.009967697277341925, ""RW3"": 0.46645758026791406}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,matched_pass,reasoning_tokens,29714,18285,0.3846335060914047,0.47907083716651333,0.351031462279726,"{""RW1"": 0.6233329597668946, ""RW2"": -0.049309410094229955, ""RW3"": 0.47907083716651333}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,matched_pass,nonreasoning_tokens,11814,7869,0.3339258506856272,0.3870858688302907,0.3045832881919936,"{""RW1"": 0.3870858688302907, ""RW2"": 0.08873056994818651, ""RW3"": 0.4379334257975035}",3,3,0,0
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,matched_pass,total_tokens,248737,124537,0.4993225776623502,0.5532154563501224,0.41251380246718167,"{""RW1"": 0.7692669804976463, ""RW2"": -0.08494102944622361, ""RW3"": 0.5532154563501224}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,matched_pass,cache_read_tokens,161931,69294,0.5720769957574523,0.5973384691129195,0.45562807374766384,"{""RW1"": 0.8649971306510233, ""RW2"": -0.09545137852095142, ""RW3"": 0.5973384691129195}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,matched_pass,cache_write_tokens,42952,27732,0.35434904078971874,0.4783979328165374,0.2963242600301868,"{""RW1"": 0.5214090942589726, ""RW2"": -0.1108342469849497, ""RW3"": 0.4783979328165374}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,matched_pass,reference_cost_usd,1.1193964,0.6948856,0.379231878894733,0.47691033545286976,0.33997379457455607,"{""RW1"": 0.5783404011475015, ""RW2"": -0.035329352876703135, ""RW3"": 0.47691033545286976}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,matched_pass,cache_neutral_cost_usd,1.659396,0.916612,0.4476231110596868,0.5176488534646668,0.38839364035729385,"{""RW1"": 0.6981074123910374, ""RW2"": -0.05057534478382264, ""RW3"": 0.5176488534646668}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,matched_pass,elapsed_seconds,566.1222206669918,521.092655415996,0.07954036002675013,0.18724536628523225,0.05456741545124899,"{""RW1"": 0.35646740519958175, ""RW2"": -0.38001052513106703, ""RW3"": 0.18724536628523225}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,matched_pass,calls,26,19,0.2692307692307693,0.2222222222222222,0.24074074074074073,"{""RW1"": 0.5, ""RW2"": 0.0, ""RW3"": 0.2222222222222222}",3,2,1,0
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,retry_inclusive,input_tokens,207209,98383,0.5251991950156605,0.5714525158392276,0.4223714011387389,"{""RW1"": 0.8007214988556873, ""RW2"": -0.10505981127869823, ""RW3"": 0.5714525158392276}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,retry_inclusive,output_tokens,41528,26154,0.37020805239838184,0.46645758026791406,0.340334884824818,"{""RW1"": 0.5645147714838818, ""RW2"": -0.009967697277341925, ""RW3"": 0.46645758026791406}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,retry_inclusive,reasoning_tokens,29714,18285,0.3846335060914047,0.47907083716651333,0.351031462279726,"{""RW1"": 0.6233329597668946, ""RW2"": -0.049309410094229955, ""RW3"": 0.47907083716651333}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,retry_inclusive,nonreasoning_tokens,11814,7869,0.3339258506856272,0.3870858688302907,0.3045832881919936,"{""RW1"": 0.3870858688302907, ""RW2"": 0.08873056994818651, ""RW3"": 0.4379334257975035}",3,3,0,0
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,retry_inclusive,total_tokens,248737,124537,0.4993225776623502,0.5532154563501224,0.41251380246718167,"{""RW1"": 0.7692669804976463, ""RW2"": -0.08494102944622361, ""RW3"": 0.5532154563501224}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,retry_inclusive,cache_read_tokens,161931,69294,0.5720769957574523,0.5973384691129195,0.45562807374766384,"{""RW1"": 0.8649971306510233, ""RW2"": -0.09545137852095142, ""RW3"": 0.5973384691129195}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,retry_inclusive,cache_write_tokens,42952,27732,0.35434904078971874,0.4783979328165374,0.2963242600301868,"{""RW1"": 0.5214090942589726, ""RW2"": -0.1108342469849497, ""RW3"": 0.4783979328165374}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,retry_inclusive,reference_cost_usd,1.1193964,0.6948856,0.379231878894733,0.47691033545286976,0.33997379457455607,"{""RW1"": 0.5783404011475015, ""RW2"": -0.035329352876703135, ""RW3"": 0.47691033545286976}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,retry_inclusive,cache_neutral_cost_usd,1.659396,0.916612,0.4476231110596868,0.5176488534646668,0.38839364035729385,"{""RW1"": 0.6981074123910374, ""RW2"": -0.05057534478382264, ""RW3"": 0.5176488534646668}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,retry_inclusive,elapsed_seconds,566.1222206669918,521.092655415996,0.07954036002675013,0.18724536628523225,0.05456741545124899,"{""RW1"": 0.35646740519958175, ""RW2"": -0.38001052513106703, ""RW3"": 0.18724536628523225}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / first,3,3,3,retry_inclusive,calls,26,19,0.2692307692307693,0.2222222222222222,0.24074074074074073,"{""RW1"": 0.5, ""RW2"": 0.0, ""RW3"": 0.2222222222222222}",3,2,1,0
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,all_assigned,input_tokens,136735,58567,0.5716751380407357,0.454583391292252,0.1978940037348045,"{""RW1"": -0.8305841062923038, ""RW2"": 0.454583391292252, ""RW3"": 0.9696827262044654}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,all_assigned,output_tokens,33886,24338,0.28176828188632475,0.13906849315068492,0.14911377420722224,"{""RW1"": -0.23272342355965514, ""RW2"": 0.13906849315068492, ""RW3"": 0.5409962530306369}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,all_assigned,reasoning_tokens,24498,18231,0.2558168013715405,0.11039390930155579,0.1761305169450783,"{""RW1"": 0.00545785324439052, ""RW2"": 0.11039390930155579, ""RW3"": 0.4125397882892886}",3,3,0,0
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,all_assigned,nonreasoning_tokens,9388,6107,0.34948870899020024,0.19526435290301658,0.05678542169068871,"{""RW1"": -0.9399759903961584, ""RW2"": 0.19526435290301658, ""RW3"": 0.915067902565208}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,all_assigned,total_tokens,170621,82905,0.5140984990124311,0.39070335034390946,0.2000270564491897,"{""RW1"": -0.6817154906242939, ""RW2"": 0.39070335034390946, ""RW3"": 0.8910933096279535}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,all_assigned,cache_read_tokens,102357,36405,0.6443330695506903,0.6010305762891676,0.19674286228600682,"{""RW1"": -1.010801989431147, ""RW2"": 0.6010305762891676, ""RW3"": 1.0}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,all_assigned,cache_write_tokens,31804,20817,0.3454596906049554,0.05063291139240511,0.08248358349891975,"{""RW1"": -0.6825318129234836, ""RW2"": 0.05063291139240511, ""RW3"": 0.8793496520278378}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,all_assigned,reference_cost_usd,0.8879788,0.610787,0.3121603804054781,0.14184802009734132,0.15016890474184288,"{""RW1"": -0.316411494228783, ""RW2"": 0.14184802009734132, ""RW3"": 0.6250701883569704}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,all_assigned,cache_neutral_cost_usd,1.22466,0.721028,0.4112423039864126,0.278104695353684,0.18780500983277945,"{""RW1"": -0.45766836445953607, ""RW2"": 0.278104695353684, ""RW3"": 0.7429786986041904}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,all_assigned,elapsed_seconds,470.4562425829936,485.30866279199836,-0.031570247909686655,-0.3951858911155337,-0.2144485547278866,"{""RW1"": -0.6050563547087806, ""RW2"": -0.3951858911155337, ""RW3"": 0.3568965816406545}",3,1,0,2
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,all_assigned,calls,22,15,0.31818181818181823,0.2857142857142857,0.2619047619047619,"{""RW1"": -0.16666666666666674, ""RW2"": 0.2857142857142857, ""RW3"": 0.6666666666666667}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,matched_pass,input_tokens,55890,56116,-0.004043657183753879,-0.18800035750002592,-0.18800035750002592,"{""RW1"": -0.8305841062923038, ""RW2"": 0.454583391292252}",2,1,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,matched_pass,output_tokens,15738,16008,-0.017155928326343828,-0.04682746520448511,-0.04682746520448511,"{""RW1"": -0.23272342355965514, ""RW2"": 0.13906849315068492}",2,1,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,matched_pass,reasoning_tokens,10989,10295,0.06315406315406313,0.057925881272973156,0.057925881272973156,"{""RW1"": 0.00545785324439052, ""RW2"": 0.11039390930155579}",2,2,0,0
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,matched_pass,nonreasoning_tokens,4749,5713,-0.20299010317961685,-0.3723558187465709,-0.3723558187465709,"{""RW1"": -0.9399759903961584, ""RW2"": 0.19526435290301658}",2,1,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,matched_pass,total_tokens,71628,72124,-0.006924666331602269,-0.14550607014019223,-0.14550607014019223,"{""RW1"": -0.6817154906242939, ""RW2"": 0.39070335034390946}",2,1,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,matched_pass,cache_read_tokens,39261,36405,0.07274394437227782,-0.20488570657098976,-0.20488570657098976,"{""RW1"": -1.010801989431147, ""RW2"": 0.6010305762891676}",2,1,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,matched_pass,cache_write_tokens,15136,18806,-0.24246828752642702,-0.31594945076553926,-0.31594945076553926,"{""RW1"": -0.6825318129234836, ""RW2"": 0.05063291139240511}",2,1,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,matched_pass,reference_cost_usd,0.41211640000000005,0.432372,-0.04915019154782474,-0.08728173706572084,-0.08728173706572084,"{""RW1"": -0.316411494228783, ""RW2"": 0.14184802009734132}",2,1,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,matched_pass,cache_neutral_cost_usd,0.53832,0.544624,-0.011710506761777317,-0.08978183455292604,-0.08978183455292604,"{""RW1"": -0.45766836445953607, ""RW2"": 0.278104695353684}",2,1,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,matched_pass,elapsed_seconds,214.35600633299327,320.6097254169872,-0.49568808871598935,-0.5001211229121572,-0.5001211229121572,"{""RW1"": -0.6050563547087806, ""RW2"": -0.3951858911155337}",2,0,0,2
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,matched_pass,calls,13,12,0.07692307692307687,0.05952380952380948,0.05952380952380948,"{""RW1"": -0.16666666666666674, ""RW2"": 0.2857142857142857}",2,1,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,retry_inclusive,input_tokens,136735,58567,0.5716751380407357,0.454583391292252,0.1978940037348045,"{""RW1"": -0.8305841062923038, ""RW2"": 0.454583391292252, ""RW3"": 0.9696827262044654}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,retry_inclusive,output_tokens,33886,24338,0.28176828188632475,0.13906849315068492,0.14911377420722224,"{""RW1"": -0.23272342355965514, ""RW2"": 0.13906849315068492, ""RW3"": 0.5409962530306369}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,retry_inclusive,reasoning_tokens,24498,18231,0.2558168013715405,0.11039390930155579,0.1761305169450783,"{""RW1"": 0.00545785324439052, ""RW2"": 0.11039390930155579, ""RW3"": 0.4125397882892886}",3,3,0,0
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,retry_inclusive,nonreasoning_tokens,9388,6107,0.34948870899020024,0.19526435290301658,0.05678542169068871,"{""RW1"": -0.9399759903961584, ""RW2"": 0.19526435290301658, ""RW3"": 0.915067902565208}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,retry_inclusive,total_tokens,170621,82905,0.5140984990124311,0.39070335034390946,0.2000270564491897,"{""RW1"": -0.6817154906242939, ""RW2"": 0.39070335034390946, ""RW3"": 0.8910933096279535}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,retry_inclusive,cache_read_tokens,102357,36405,0.6443330695506903,0.6010305762891676,0.19674286228600682,"{""RW1"": -1.010801989431147, ""RW2"": 0.6010305762891676, ""RW3"": 1.0}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,retry_inclusive,cache_write_tokens,31804,20817,0.3454596906049554,0.05063291139240511,0.08248358349891975,"{""RW1"": -0.6825318129234836, ""RW2"": 0.05063291139240511, ""RW3"": 0.8793496520278378}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,retry_inclusive,reference_cost_usd,0.8879788,0.610787,0.3121603804054781,0.14184802009734132,0.15016890474184288,"{""RW1"": -0.316411494228783, ""RW2"": 0.14184802009734132, ""RW3"": 0.6250701883569704}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,retry_inclusive,cache_neutral_cost_usd,1.22466,0.721028,0.4112423039864126,0.278104695353684,0.18780500983277945,"{""RW1"": -0.45766836445953607, ""RW2"": 0.278104695353684, ""RW3"": 0.7429786986041904}",3,2,0,1
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,retry_inclusive,elapsed_seconds,470.4562425829936,485.30866279199836,-0.031570247909686655,-0.3951858911155337,-0.2144485547278866,"{""RW1"": -0.6050563547087806, ""RW2"": -0.3951858911155337, ""RW3"": 0.3568965816406545}",3,1,0,2
campaign-v4 / frontier-repo / xhigh / clean;cap8192 / repeat,3,3,2,retry_inclusive,calls,22,15,0.31818181818181823,0.2857142857142857,0.2619047619047619,"{""RW1"": -0.16666666666666674, ""RW2"": 0.2857142857142857, ""RW3"": 0.6666666666666667}",3,2,0,1
campaign-v4 / staged-repo / high / clean / first,3,3,3,all_assigned,input_tokens,503243,810417,-0.6103890168367965,-1.215320657822339,-0.9937999787510492,"{""LR1"": 0.10738000867717246, ""LR2"": -1.873459287107981, ""LR3"": -1.215320657822339}",3,1,0,2
campaign-v4 / staged-repo / high / clean / first,3,3,3,all_assigned,output_tokens,34579,48660,-0.4072124699962405,-0.5601507053360204,-0.4358202950259949,"{""LR1"": -0.1825587985264947, ""LR2"": -0.5647513812154696, ""LR3"": -0.5601507053360204}",3,0,0,3
campaign-v4 / staged-repo / high / clean / first,3,3,3,all_assigned,reasoning_tokens,15498,10344,0.332559039876113,0.3422894558591104,0.3299833936655205,"{""LR1"": 0.45797000348796657, ""LR2"": 0.3422894558591104, ""LR3"": 0.18969072164948453}",3,3,0,0
campaign-v4 / staged-repo / high / clean / first,3,3,3,all_assigned,nonreasoning_tokens,19081,38316,-1.0080708558251663,-1.2183283974991772,-1.091056159225448,"{""LR1"": -0.620734908136483, ""LR2"": -1.4341051720406837, ""LR3"": -1.2183283974991772}",3,0,0,3
campaign-v4 / staged-repo / high / clean / first,3,3,3,all_assigned,total_tokens,537822,859077,-0.5973258810535829,-1.1681817608714837,-0.9404511697794024,"{""LR1"": 0.09307430424965224, ""LR2"": -1.7462460527163755, ""LR3"": -1.1681817608714837}",3,1,0,2
campaign-v4 / staged-repo / high / clean / first,3,3,3,all_assigned,cache_read_tokens,445497,727159,-0.632242192427783,-1.3274156087938658,-1.0857456998440842,"{""LR1"": 0.11787398543518013, ""LR2"": -2.0476954761735673, ""LR3"": -1.3274156087938658}",3,1,0,2
campaign-v4 / staged-repo / high / clean / first,3,3,3,all_assigned,cache_write_tokens,55808,80389,-0.44045656536697253,-0.5861210138203838,-0.5212355772241423,"{""LR1"": -0.008647450110864652, ""LR2"": -0.9689382677411784, ""LR3"": -0.5861210138203838}",3,0,0,3
campaign-v4 / staged-repo / high / clean / first,3,3,3,all_assigned,reference_cost_usd,1.1565708,1.6774846,-0.4503950817364577,-0.6616122390985983,-0.5197494639476149,"{""LR1"": -0.08228018903674172, ""LR2"": -0.8153559637075045, ""LR3"": -0.6616122390985983}",3,0,0,3
campaign-v4 / staged-repo / high / clean / first,3,3,3,all_assigned,cache_neutral_cost_usd,2.704552,4.214868,-0.5584348165611162,-1.0322991217850186,-0.8000422553769002,"{""LR1"": 0.04764156726744084, ""LR2"": -1.415469211613123, ""LR3"": -1.0322991217850186}",3,1,0,2
campaign-v4 / staged-repo / high / clean / first,3,3,3,all_assigned,elapsed_seconds,482.0017007500137,1005.4519386250031,-1.085992512185082,-1.262947831639862,-1.1243577737582622,"{""LR1"": -0.7526704224291321, ""LR2"": -1.262947831639862, ""LR3"": -1.3574550672057923}",3,0,0,3
campaign-v4 / staged-repo / high / clean / first,3,3,3,all_assigned,calls,46,58,-0.26086956521739135,-0.5,-0.3277777777777778,"{""LR1"": 0.09999999999999998, ""LR2"": -0.5833333333333333, ""LR3"": -0.5}",3,1,0,2
campaign-v4 / staged-repo / high / clean / first,3,3,3,matched_pass,input_tokens,503243,810417,-0.6103890168367965,-1.215320657822339,-0.9937999787510492,"{""LR1"": 0.10738000867717246, ""LR2"": -1.873459287107981, ""LR3"": -1.215320657822339}",3,1,0,2
campaign-v4 / staged-repo / high / clean / first,3,3,3,matched_pass,output_tokens,34579,48660,-0.4072124699962405,-0.5601507053360204,-0.4358202950259949,"{""LR1"": -0.1825587985264947, ""LR2"": -0.5647513812154696, ""LR3"": -0.5601507053360204}",3,0,0,3
campaign-v4 / staged-repo / high / clean / first,3,3,3,matched_pass,reasoning_tokens,15498,10344,0.332559039876113,0.3422894558591104,0.3299833936655205,"{""LR1"": 0.45797000348796657, ""LR2"": 0.3422894558591104, ""LR3"": 0.18969072164948453}",3,3,0,0
campaign-v4 / staged-repo / high / clean / first,3,3,3,matched_pass,nonreasoning_tokens,19081,38316,-1.0080708558251663,-1.2183283974991772,-1.091056159225448,"{""LR1"": -0.620734908136483, ""LR2"": -1.4341051720406837, ""LR3"": -1.2183283974991772}",3,0,0,3
campaign-v4 / staged-repo / high / clean / first,3,3,3,matched_pass,total_tokens,537822,859077,-0.5973258810535829,-1.1681817608714837,-0.9404511697794024,"{""LR1"": 0.09307430424965224, ""LR2"": -1.7462460527163755, ""LR3"": -1.1681817608714837}",3,1,0,2
campaign-v4 / staged-repo / high / clean / first,3,3,3,matched_pass,cache_read_tokens,445497,727159,-0.632242192427783,-1.3274156087938658,-1.0857456998440842,"{""LR1"": 0.11787398543518013, ""LR2"": -2.0476954761735673, ""LR3"": -1.3274156087938658}",3,1,0,2
campaign-v4 / staged-repo / high / clean / first,3,3,3,matched_pass,cache_write_tokens,55808,80389,-0.44045656536697253,-0.5861210138203838,-0.5212355772241423,"{""LR1"": -0.008647450110864652, ""LR2"": -0.9689382677411784, ""LR3"": -0.5861210138203838}",3,0,0,3
campaign-v4 / staged-repo / high / clean / first,3,3,3,matched_pass,reference_cost_usd,1.1565708,1.6774846,-0.4503950817364577,-0.6616122390985983,-0.5197494639476149,"{""LR1"": -0.08228018903674172, ""LR2"": -0.8153559637075045, ""LR3"": -0.6616122390985983}",3,0,0,3
campaign-v4 / staged-repo / high / clean / first,3,3,3,matched_pass,cache_neutral_cost_usd,2.704552,4.214868,-0.5584348165611162,-1.0322991217850186,-0.8000422553769002,"{""LR1"": 0.04764156726744084, ""LR2"": -1.415469211613123, ""LR3"": -1.0322991217850186}",3,1,0,2
campaign-v4 / staged-repo / high / clean / first,3,3,3,matched_pass,elapsed_seconds,482.0017007500137,1005.4519386250031,-1.085992512185082,-1.262947831639862,-1.1243577737582622,"{""LR1"": -0.7526704224291321, ""LR2"": -1.262947831639862, ""LR3"": -1.3574550672057923}",3,0,0,3
campaign-v4 / staged-repo / high / clean / first,3,3,3,matched_pass,calls,46,58,-0.26086956521739135,-0.5,-0.3277777777777778,"{""LR1"": 0.09999999999999998, ""LR2"": -0.5833333333333333, ""LR3"": -0.5}",3,1,0,2
campaign-v4 / staged-repo / high / clean / first,3,3,3,retry_inclusive,input_tokens,503243,810417,-0.6103890168367965,-1.215320657822339,-0.9937999787510492,"{""LR1"": 0.10738000867717246, ""LR2"": -1.873459287107981, ""LR3"": -1.215320657822339}",3,1,0,2
campaign-v4 / staged-repo / high / clean / first,3,3,3,retry_inclusive,output_tokens,34579,48660,-0.4072124699962405,-0.5601507053360204,-0.4358202950259949,"{""LR1"": -0.1825587985264947, ""LR2"": -0.5647513812154696, ""LR3"": -0.5601507053360204}",3,0,0,3
campaign-v4 / staged-repo / high / clean / first,3,3,3,retry_inclusive,reasoning_tokens,15498,10344,0.332559039876113,0.3422894558591104,0.3299833936655205,"{""LR1"": 0.45797000348796657, ""LR2"": 0.3422894558591104, ""LR3"": 0.18969072164948453}",3,3,0,0
campaign-v4 / staged-repo / high / clean / first,3,3,3,retry_inclusive,nonreasoning_tokens,19081,38316,-1.0080708558251663,-1.2183283974991772,-1.091056159225448,"{""LR1"": -0.620734908136483, ""LR2"": -1.4341051720406837, ""LR3"": -1.2183283974991772}",3,0,0,3
campaign-v4 / staged-repo / high / clean / first,3,3,3,retry_inclusive,total_tokens,537822,859077,-0.5973258810535829,-1.1681817608714837,-0.9404511697794024,"{""LR1"": 0.09307430424965224, ""LR2"": -1.7462460527163755, ""LR3"": -1.1681817608714837}",3,1,0,2
campaign-v4 / staged-repo / high / clean / first,3,3,3,retry_inclusive,cache_read_tokens,445497,727159,-0.632242192427783,-1.3274156087938658,-1.0857456998440842,"{""LR1"": 0.11787398543518013, ""LR2"": -2.0476954761735673, ""LR3"": -1.3274156087938658}",3,1,0,2
campaign-v4 / staged-repo / high / clean / first,3,3,3,retry_inclusive,cache_write_tokens,55808,80389,-0.44045656536697253,-0.5861210138203838,-0.5212355772241423,"{""LR1"": -0.008647450110864652, ""LR2"": -0.9689382677411784, ""LR3"": -0.5861210138203838}",3,0,0,3
campaign-v4 / staged-repo / high / clean / first,3,3,3,retry_inclusive,reference_cost_usd,1.1565708,1.6774846,-0.4503950817364577,-0.6616122390985983,-0.5197494639476149,"{""LR1"": -0.08228018903674172, ""LR2"": -0.8153559637075045, ""LR3"": -0.6616122390985983}",3,0,0,3
campaign-v4 / staged-repo / high / clean / first,3,3,3,retry_inclusive,cache_neutral_cost_usd,2.704552,4.214868,-0.5584348165611162,-1.0322991217850186,-0.8000422553769002,"{""LR1"": 0.04764156726744084, ""LR2"": -1.415469211613123, ""LR3"": -1.0322991217850186}",3,1,0,2
campaign-v4 / staged-repo / high / clean / first,3,3,3,retry_inclusive,elapsed_seconds,482.0017007500137,1005.4519386250031,-1.085992512185082,-1.262947831639862,-1.1243577737582622,"{""LR1"": -0.7526704224291321, ""LR2"": -1.262947831639862, ""LR3"": -1.3574550672057923}",3,0,0,3
campaign-v4 / staged-repo / high / clean / first,3,3,3,retry_inclusive,calls,46,58,-0.26086956521739135,-0.5,-0.3277777777777778,"{""LR1"": 0.09999999999999998, ""LR2"": -0.5833333333333333, ""LR3"": -0.5}",3,1,0,2
campaign-v4 / staged-repo / high / perturbed / first,3,3,3,all_assigned,input_tokens,654993,828241,-0.2645035901147035,-0.32761459689180916,-0.28981499034068686,"{""LR1"": -0.5727568842365722, ""LR2"": -0.32761459689180916, ""LR3"": 0.03092651010632086}",3,1,0,2
campaign-v4 / staged-repo / high / perturbed / first,3,3,3,all_assigned,output_tokens,37641,49851,-0.32438032995935284,-0.3128213117307992,-0.32838094866829365,"{""LR1"": -0.3128213117307992, ""LR2"": -0.3880163413527009, ""LR3"": -0.2843051929213809}",3,0,0,3
campaign-v4 / staged-repo / high / perturbed / first,3,3,3,all_assigned,reasoning_tokens,17352,10916,0.37090825265099125,0.37495320104829655,0.3629720105941256,"{""LR1"": 0.29767636592003355, ""LR2"": 0.37495320104829655, ""LR3"": 0.41628646481404674}",3,3,0,0
campaign-v4 / staged-repo / high / perturbed / first,3,3,3,all_assigned,nonreasoning_tokens,20289,38935,-0.9190201587066884,-1.0573607932875668,-0.9461453872734594,"{""LR1"": -0.6746061282719265, ""LR2"": -1.1064692402608851, ""LR3"": -1.0573607932875668}",3,0,0,3
campaign-v4 / staged-repo / high / perturbed / first,3,3,3,all_assigned,total_tokens,692634,878092,-0.26775757470756556,-0.33090314162003986,-0.2912043867299649,"{""LR1"": -0.5575718966144885, ""LR2"": -0.33090314162003986, ""LR3"": 0.01486187804463368}",3,1,0,2
campaign-v4 / staged-repo / high / perturbed / first,3,3,3,all_assigned,cache_read_tokens,591725,739658,-0.25000295745489876,-0.30337789226948875,-0.2784289521142224,"{""LR1"": -0.5901218833872457, ""LR2"": -0.30337789226948875, ""LR3"": 0.058212919314067135}",3,1,0,2
campaign-v4 / staged-repo / high / perturbed / first,3,3,3,all_assigned,cache_write_tokens,60385,85702,-0.4192597499378985,-0.4255221059425569,-0.4319451443975859,"{""LR1"": -0.4255221059425569, ""LR2"": -0.6059828561432155, ""LR3"": -0.2643304711069854}",3,0,0,3
campaign-v4 / staged-repo / high / perturbed / first,3,3,3,all_assigned,reference_cost_usd,1.302967,1.7329172000000002,-0.3299778121778987,-0.3872948870744102,-0.3374237258814507,"{""LR1"": -0.3872948870744102, ""LR2"": -0.414273804894872, ""LR3"": -0.21070248567506988}",3,0,0,3
